Survived,Pclass,Age,Sex,Cabin
1,3,-1.9139198269632332e-16,1,115
0,3,0.6387890120425206,1,115
1,3,-1.9139198269632332e-16,0,115
0,1,1.331378168705566,1,52
0,3,-1.1696382303554311,0,115
0,3,-0.5924805998028934,1,115
0,3,-0.7463893012835701,0,115
0,3,-0.9772523535045852,0,115
0,3,-0.6694349505432317,1,115
0,3,3.1398054111035174,1,115
0,2,-0.05380014462052472,1,115
0,1,-0.43857189832221655,1,36
0,3,-2.131567614609661,0,115
0,2,-0.6694349505432317,1,115
0,3,-1.9139198269632332e-16,1,115
0,2,0.21554008297065955,1,115
1,2,0.21554008297065955,0,117
0,1,1.8700586238879344,1,98
1,3,-1.3620241072062769,1,115
0,3,-1.9139198269632332e-16,1,115
1,3,-0.43857189832221655,1,115
1,3,-1.9139198269632332e-16,0,139
0,3,1.177469467224889,1,115
0,3,0.2540172583408288,1,115
0,3,-0.7463893012835701,1,115
0,3,1.331378168705566,0,115
1,2,-0.05380014462052472,0,115
0,2,-0.36161754758187814,1,115
0,2,-0.515526249062555,1,115
1,1,-0.8233436520239084,0,107
0,1,0.5618346613021822,1,55
0,3,-1.0542067042449235,1,115
0,1,-0.43857189832221655,1,45
0,3,-1.9139198269632332e-16,0,115
1,3,-0.5924805998028934,0,115
1,3,-0.43857189832221655,0,115
0,3,-0.8233436520239084,1,115
0,2,-0.9002980027642468,1,115
0,2,-0.8233436520239084,1,115
1,3,-0.20770884610120144,1,115
0,3,-1.592887159427292,0,115
0,2,0.523357485932013,1,142
0,2,0.946606415003874,1,115
0,2,1.6391955716669193,1,115
1,1,-0.5924805998028934,0,61
0,3,1.9854901499984419,1,115
0,3,0.8311748888933664,1,115
0,3,-1.9139198269632332e-16,1,115
0,1,1.6391955716669193,1,115
1,3,-1.0542067042449235,0,115
0,3,0.02315420611981365,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,1.1005151164845508,1,115
1,2,0.7926977135231973,0,115
0,3,-0.2846631968415398,1,115
0,3,-0.9772523535045852,1,115
0,3,-2.2085219653499992,1,115
1,3,-1.592887159427292,1,115
1,1,-1.9139198269632332e-16,0,124
0,3,1.177469467224889,0,115
0,1,-1.9139198269632332e-16,1,115
0,3,-0.1307544953608631,1,115
0,1,2.408739079070303,1,18
0,3,-1.977658913128984,1,115
1,3,-2.2085219653499992,0,115
0,3,-0.6694349505432317,1,115
0,1,2.023967325368611,1,14
0,3,-0.9002980027642468,1,115
0,3,-1.9139198269632332e-16,1,115
0,1,1.562241220926581,0,69
0,2,0.02315420611981365,1,115
0,3,0.4848803105618439,1,115
0,3,-1.9139198269632332e-16,0,115
0,2,-1.9139198269632332e-16,1,115
0,3,-1.592887159427292,1,115
1,2,-2.2085219653499992,1,145
1,3,-1.977658913128984,0,115
0,1,-1.9139198269632332e-16,1,9
1,3,-1.9139198269632332e-16,0,115
1,1,1.177469467224889,1,115
0,3,0.7926977135231973,1,115
0,3,0.4848803105618439,1,115
1,2,0.17706290760049037,0,115
0,2,-0.8233436520239084,1,115
1,3,-0.8233436520239084,0,115
1,2,-2.0546132638693226,1,142
1,1,1.1005151164845508,0,28
1,1,2.1778760268492876,0,43
0,3,-1.9139198269632332e-16,1,115
0,3,0.946606415003874,1,115
1,3,-1.9139198269632332e-16,0,115
0,2,-0.43857189832221655,0,115
0,3,-0.1307544953608631,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.33097160908116713,1,115
0,3,1.2159466425950582,1,115
1,3,-0.9002980027642468,1,115
0,3,-2.131567614609661,0,146
0,3,0.17706290760049037,1,115
1,3,-0.2846631968415398,1,115
1,3,-1.0542067042449235,0,115
1,1,0.7926977135231973,1,8
0,3,-0.43857189832221655,1,115
1,2,0.4079259598215055,0,115
0,3,-0.5924805998028934,1,115
0,2,0.02315420611981365,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,0.10010855686015202,0,103
1,3,-0.20770884610120144,0,115
0,2,0.946606415003874,1,115
1,1,0.17706290760049037,0,93
0,2,0.02315420611981365,1,115
1,3,-1.0542067042449235,1,115
0,2,-0.20770884610120144,1,115
0,3,1.6391955716669193,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,0.6387890120425206,1,87
0,3,-0.5924805998028934,1,115
1,2,-0.8233436520239084,1,115
0,3,-0.7079121259134008,1,115
0,2,-0.9002980027642468,1,115
0,3,-1.9139198269632332e-16,0,115
1,1,0.4079259598215055,0,80
0,3,-0.05380014462052472,1,115
0,2,2.254830377589626,1,115
1,3,-1.9007045623886456,0,115
0,2,-0.43857189832221655,1,115
0,3,-1.9139198269632332e-16,0,115
0,2,1.1005151164845508,1,115
1,2,-1.6698415101676305,0,115
0,2,-0.8233436520239084,1,115
0,2,0.2540172583408288,1,115
0,3,-1.9139198269632332e-16,0,115
1,3,-1.9139198269632332e-16,0,115
0,2,-0.05380014462052472,1,115
0,3,-0.5924805998028934,1,115
0,3,0.02315420611981365,1,115
0,1,1.1005151164845508,1,78
0,3,-0.36161754758187814,0,115
1,2,-0.43857189832221655,0,115
1,1,0.5618346613021822,1,102
0,2,1.8700586238879344,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,-0.05380014462052472,0,146
0,1,2.4856934298106412,1,83
0,3,0.02315420611981365,1,115
0,3,0.8696520642635356,0,115
1,3,-0.05380014462052472,0,115
1,1,-1.9139198269632332e-16,0,115
1,1,0.02315420611981365,0,40
1,1,0.4079259598215055,0,115
1,2,1.562241220926581,0,115
0,3,-1.9139198269632332e-16,1,115
1,3,-2.0546132638693226,1,115
0,1,1.7161499224072576,1,135
0,1,0.7926977135231973,1,46
0,3,-1.9139198269632332e-16,0,115
0,2,0.4848803105618439,1,115
0,3,-1.0542067042449235,1,115
1,3,-0.36161754758187814,1,115
1,1,2.1778760268492876,0,57
1,1,0.4079259598215055,0,89
0,1,-1.9139198269632332e-16,1,115
1,3,-0.36161754758187814,1,115
1,2,0.8696520642635356,0,115
0,1,0.5618346613021822,1,54
1,3,-1.9139198269632332e-16,0,115
1,1,2.5626477805509795,0,113
0,3,1.177469467224889,0,115
0,2,-1.9139198269632332e-16,1,115
0,3,-1.7467958609079688,1,115
1,3,0.4079259598215055,0,115
0,3,2.716556482031656,1,115
0,3,-0.1307544953608631,1,115
0,3,-1.0542067042449235,1,115
1,3,-0.8233436520239084,1,115
0,1,-1.9139198269632332e-16,1,3
0,3,0.2540172583408288,1,115
1,3,0.02315420611981365,1,115
0,3,-0.5924805998028934,1,115
1,2,0.946606415003874,1,115
1,3,-0.5924805998028934,0,115
1,1,-0.2846631968415398,0,115
1,1,-0.8233436520239084,0,31
0,2,0.4848803105618439,1,90
0,3,-0.43857189832221655,0,115
0,3,-0.43857189832221655,1,115
0,1,-1.9139198269632332e-16,1,115
0,3,-0.4770490736923857,1,115
0,1,-2.131567614609661,0,62
1,1,-1.9139198269632332e-16,1,51
1,1,1.562241220926581,0,36
1,3,-1.9139198269632332e-16,0,115
1,3,-1.9139198269632332e-16,1,115
0,3,-0.8233436520239084,1,115
1,2,-1.9139198269632332e-16,0,117
0,3,-1.9139198269632332e-16,1,115
1,1,-2.2146783134092263,1,62
1,1,-1.9139198269632332e-16,0,115
1,1,-0.9772523535045852,0,74
0,2,0.02315420611981365,1,115
1,1,0.02315420611981365,0,126
1,1,-0.43857189832221655,0,72
1,1,-0.9002980027642468,0,35
0,2,-0.2846631968415398,0,115
0,3,-0.1307544953608631,1,115
0,2,1.0235607657442123,1,115
1,3,-0.2846631968415398,0,115
1,2,-0.43857189832221655,0,115
0,2,1.8700586238879344,1,115
1,1,0.10010855686015202,0,76
1,1,0.7926977135231973,0,125
0,3,-0.5924805998028934,1,115
0,3,-0.20770884610120144,1,115
1,2,0.02315420611981365,0,115
1,2,-0.5924805998028934,0,115
0,3,-1.9139198269632332e-16,1,115
1,1,0.4848803105618439,0,65
0,3,2.408739079070303,1,115
1,2,0.4848803105618439,0,90
1,3,0.10010855686015202,0,115
1,1,-1.0542067042449235,0,17
1,3,-1.9139198269632332e-16,0,115
0,1,1.2159466425950582,1,56
0,1,0.6387890120425206,1,85
0,3,-1.0542067042449235,1,115
1,1,-1.9139198269632332e-16,0,115
0,3,-1.9139198269632332e-16,1,115
0,1,-0.05380014462052472,1,61
1,1,0.8696520642635356,0,128
1,3,1.177469467224889,1,115
0,1,1.177469467224889,1,147
1,2,-2.131567614609661,1,142
1,1,-0.43857189832221655,0,63
0,2,-0.1307544953608631,1,115
0,2,-0.36161754758187814,1,115
0,2,0.4848803105618439,1,115
1,2,-0.43857189832221655,0,143
1,2,0.7926977135231973,0,115
1,3,-1.9139198269632332e-16,0,115
1,3,-2.0546132638693226,1,115
0,3,0.946606415003874,1,115
0,3,-0.515526249062555,1,115
0,1,-1.9139198269632332e-16,1,59
0,3,-1.1311610549852618,1,115
0,3,-0.36161754758187814,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,-0.1307544953608631,1,115
1,1,-0.5924805998028934,0,124
0,2,0.6387890120425206,0,115
1,3,-1.9139198269632332e-16,0,115
1,3,-1.9139198269632332e-16,0,115
0,3,0.7926977135231973,1,115
0,2,-0.05380014462052472,1,115
0,3,1.177469467224889,0,115
0,3,0.4079259598215055,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.02315420611981365,1,115
1,1,2.331784728329964,0,104
1,3,-1.9139198269632332e-16,0,115
1,3,-1.9139198269632332e-16,0,115
1,1,-0.43857189832221655,0,24
1,1,-0.36161754758187814,1,132
0,3,-0.9002980027642468,1,115
0,3,-0.8233436520239084,1,115
0,1,-0.5924805998028934,1,115
0,3,-2.0546132638693226,0,115
1,1,-1.9139198269632332e-16,0,115
1,3,-0.5924805998028934,0,115
0,1,-0.20770884610120144,1,79
0,3,-0.7463893012835701,1,115
0,3,-0.8233436520239084,1,115
1,1,0.946606415003874,0,115
1,3,-2.2085219653499992,0,115
0,3,0.17706290760049037,1,115
1,1,0.4079259598215055,0,115
0,3,-1.9139198269632332e-16,1,115
0,2,-0.9002980027642468,1,115
0,3,-2.2085219653499992,1,115
1,2,0.4848803105618439,0,115
0,3,-1.9139198269632332e-16,1,115
1,2,-0.9772523535045852,0,115
1,1,0.4848803105618439,1,47
1,3,-0.6694349505432317,1,115
0,3,-0.1307544953608631,1,115
1,1,-0.515526249062555,0,103
1,3,-0.43857189832221655,0,146
0,3,-0.5924805998028934,1,115
0,3,0.10010855686015202,0,115
0,2,1.2544238179652274,1,115
0,2,-0.515526249062555,1,115
1,2,-0.1307544953608631,0,115
1,3,0.7157433627828589,1,115
0,3,-0.2846631968415398,1,115
0,3,-0.6694349505432317,0,115
0,3,-0.1307544953608631,1,115
0,3,-0.7463893012835701,0,115
0,2,0.33097160908116713,1,115
0,3,1.6391955716669193,1,115
1,2,-2.0546132638693226,1,115
0,3,-0.6694349505432317,1,115
0,3,-1.9139198269632332e-16,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,0.2540172583408288,0,78
0,2,-1.9139198269632332e-16,1,115
1,3,1.1005151164845508,1,115
0,3,-1.9139198269632332e-16,0,115
1,2,0.33097160908116713,0,115
1,2,-0.9002980027642468,0,115
0,2,0.02315420611981365,1,115
0,3,-1.5159328086869537,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,-0.6694349505432317,1,115
0,3,-0.05380014462052472,1,115
0,3,-0.1307544953608631,0,115
0,3,-0.9002980027642468,1,115
0,3,-1.9139198269632332e-16,1,115
1,2,-0.1307544953608631,0,115
1,2,-0.8233436520239084,0,115
0,3,-1.9139198269632332e-16,1,115
1,3,0.17706290760049037,1,116
1,1,-0.1307544953608631,1,71
1,3,-1.9139198269632332e-16,0,115
1,2,0.946606415003874,0,115
0,3,-0.9772523535045852,1,115
0,1,1.562241220926581,1,129
1,1,-1.2081154057256003,0,47
0,3,-0.6694349505432317,0,115
1,2,-0.43857189832221655,0,115
0,1,2.639602131291318,1,63
0,2,0.10010855686015202,1,115
1,2,1.177469467224889,0,115
0,3,-0.7463893012835701,1,115
0,3,-0.36161754758187814,1,115
1,2,-0.1307544953608631,0,115
1,3,-1.9139198269632332e-16,1,115
1,1,-1.977658913128984,1,10
1,2,-1.2850697564659386,0,115
1,1,0.33097160908116713,1,115
1,3,-1.9007045623886456,0,115
1,1,1.7161499224072576,1,50
0,2,0.4848803105618439,1,115
0,3,-1.9139198269632332e-16,1,115
0,1,0.02315420611981365,1,53
1,1,1.4852868701862425,1,86
0,3,-1.9139198269632332e-16,1,115
1,3,-0.05380014462052472,1,115
0,1,2.716556482031656,1,127
1,1,-1.9139198269632332e-16,0,97
1,2,1.562241220926581,0,115
0,3,-1.9139198269632332e-16,1,115
1,1,1.4083325194459042,1,118
0,3,0.33097160908116713,1,115
0,1,1.331378168705566,1,134
0,2,1.4083325194459042,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.6387890120425206,1,115
0,2,-1.9139198269632332e-16,1,115
0,1,2.023967325368611,1,115
0,3,-1.9139198269632332e-16,1,115
1,3,-2.227760553035084,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.6387890120425206,1,115
1,2,0.2540172583408288,0,115
1,2,-0.515526249062555,0,90
0,3,-0.5924805998028934,0,115
0,1,-1.9139198269632332e-16,1,1
0,2,0.33097160908116713,1,115
0,3,-0.05380014462052472,1,115
0,3,-0.5924805998028934,1,115
1,3,-2.131567614609661,0,115
0,3,-1.592887159427292,1,115
0,2,-1.9139198269632332e-16,1,115
0,3,1.562241220926581,1,115
1,3,2.5626477805509795,0,115
1,1,-0.36161754758187814,1,31
0,3,-1.9139198269632332e-16,0,115
1,1,0.4079259598215055,0,87
0,1,2.1778760268492876,1,25
0,3,0.02315420611981365,1,115
1,3,-1.592887159427292,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,-0.6694349505432317,1,115
0,1,1.9470129746282727,1,64
0,1,3.1782825864736863,1,115
0,3,-0.6694349505432317,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,1.8700586238879344,0,96
0,3,-1.9139198269632332e-16,1,115
0,1,-0.36161754758187814,0,62
0,3,-0.43857189832221655,1,115
0,3,-0.9772523535045852,1,115
0,3,-0.6694349505432317,0,115
0,3,-1.9139198269632332e-16,0,115
0,3,0.5618346613021822,0,115
1,1,-1.0542067042449235,0,42
0,1,-0.9002980027642468,1,74
1,2,0.2540172583408288,0,115
1,1,-1.9139198269632332e-16,1,115
0,3,-0.1307544953608631,1,115
1,3,-0.2846631968415398,1,115
1,3,-0.05380014462052472,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,0.4848803105618439,1,122
1,1,1.8700586238879344,0,115
0,3,-0.43857189832221655,1,115
0,1,1.331378168705566,1,106
1,2,0.33097160908116713,0,143
0,3,-1.9139198269632332e-16,1,115
1,2,0.4848803105618439,0,115
0,3,0.17706290760049037,1,115
1,1,0.02315420611981365,0,39
0,3,-0.5924805998028934,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,1.1005151164845508,0,17
0,3,-1.9139198269632332e-16,1,115
0,3,0.8311748888933664,1,115
1,2,1.562241220926581,0,115
0,1,-1.9139198269632332e-16,1,88
0,3,0.7157433627828589,1,115
0,2,-0.515526249062555,1,115
1,2,-2.131567614609661,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,-0.9772523535045852,1,115
1,3,-1.9139198269632332e-16,0,115
0,3,0.02315420611981365,0,115
1,2,-1.7467958609079688,0,115
0,1,1.177469467224889,1,26
1,1,0.02315420611981365,0,115
0,3,-1.9139198269632332e-16,1,115
1,1,-0.5924805998028934,0,27
1,1,0.4848803105618439,0,20
0,3,-1.592887159427292,0,115
0,3,-1.4389784579466154,0,115
1,2,0.17706290760049037,1,115
0,1,1.562241220926581,1,82
0,1,2.639602131291318,1,115
1,2,-0.8233436520239084,0,115
1,2,-1.9139198269632332e-16,1,115
0,3,0.2540172583408288,1,115
1,2,-1.6698415101676305,1,115
1,1,-0.9772523535045852,1,77
0,2,-0.20770884610120144,1,115
0,3,-1.9139198269632332e-16,1,115
1,3,-0.5924805998028934,1,115
1,3,-0.5924805998028934,0,115
0,1,2.4856934298106412,1,115
1,1,1.4083325194459042,0,2
0,1,-1.9139198269632332e-16,1,115
1,1,0.7157433627828589,0,135
1,3,0.4848803105618439,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.7926977135231973,1,115
0,2,-0.1307544953608631,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,-1.9139198269632332e-16,0,115
0,3,-0.43857189832221655,1,115
0,3,-0.8233436520239084,1,115
0,3,-0.05380014462052472,0,115
0,3,-1.9139198269632332e-16,1,115
1,3,0.17706290760049037,1,115
1,2,2.4856934298106412,1,115
1,1,1.7931042731475961,0,48
1,1,0.4848803105618439,1,122
1,3,-1.9139198269632332e-16,0,115
0,3,-1.0542067042449235,1,115
0,3,-0.8233436520239084,1,115
1,2,0.33097160908116713,0,115
1,1,0.7157433627828589,0,129
0,3,-1.9139198269632332e-16,0,115
1,3,0.17706290760049037,1,115
1,2,-0.36161754758187814,0,115
1,1,0.7157433627828589,0,75
0,2,1.8700586238879344,1,115
0,1,0.4848803105618439,1,0
0,3,-1.9139198269632332e-16,1,115
1,1,-0.9002980027642468,0,136
0,2,1.331378168705566,1,115
1,1,2.331784728329964,1,29
0,3,-0.5924805998028934,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.4079259598215055,1,115
1,1,1.7161499224072576,0,96
0,3,1.331378168705566,1,115
0,3,-1.9139198269632332e-16,0,115
0,2,0.5618346613021822,1,115
0,3,0.4848803105618439,1,115
1,2,-1.9139198269632332e-16,0,115
0,3,1.4852868701862425,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,1.4852868701862425,1,4
1,2,-0.43857189832221655,0,115
0,3,-1.9139198269632332e-16,1,115
0,1,-1.9139198269632332e-16,1,115
0,3,1.1005151164845508,1,115
1,1,0.4079259598215055,1,115
0,3,0.4848803105618439,1,115
0,3,0.02315420611981365,1,115
1,1,-0.20770884610120144,1,115
1,2,-0.5924805998028934,0,115
1,1,0.7926977135231973,0,57
0,3,0.7157433627828589,0,115
0,3,-1.9139198269632332e-16,1,115
1,3,-1.9139198269632332e-16,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.4079259598215055,1,115
1,2,-0.43857189832221655,0,115
0,3,0.33097160908116713,1,115
0,3,-0.2846631968415398,0,115
1,2,-1.977658913128984,0,145
0,2,-0.2846631968415398,1,115
0,3,-0.20770884610120144,1,115
1,1,0.946606415003874,1,95
1,3,-0.7463893012835701,1,115
0,3,-0.6694349505432317,1,115
0,3,-0.6694349505432317,1,115
0,1,2.408739079070303,1,110
0,2,2.1009216761089493,1,115
1,1,-0.6694349505432317,0,114
0,3,-0.2846631968415398,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,3.870871743136732,1,5
0,3,1.6391955716669193,1,115
1,1,0.17706290760049037,1,33
0,1,-1.9139198269632332e-16,1,115
0,3,-1.592887159427292,0,115
1,2,-0.1307544953608631,0,115
0,3,0.17706290760049037,1,115
0,2,0.10010855686015202,1,115
0,3,0.8696520642635356,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,-0.7463893012835701,1,115
1,1,-0.43857189832221655,0,24
0,3,-2.131567614609661,0,115
1,3,-1.9139198269632332e-16,1,115
1,3,-2.227760553035084,0,115
1,1,1.4083325194459042,1,101
0,3,-0.8233436520239084,1,115
1,1,2.023967325368611,1,7
0,3,-1.9139198269632332e-16,1,115
1,3,-0.515526249062555,0,115
0,3,-1.9139198269632332e-16,1,115
1,2,-0.9002980027642468,0,115
0,3,-0.6694349505432317,1,115
1,3,-1.9139198269632332e-16,0,115
0,3,-0.9002980027642468,0,115
0,2,-0.43857189832221655,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.17706290760049037,0,115
0,2,-0.515526249062555,1,115
0,1,2.1778760268492876,1,108
1,1,1.562241220926581,1,115
0,3,0.7926977135231973,1,115
0,1,1.331378168705566,1,133
0,3,0.4848803105618439,1,115
1,3,-0.7463893012835701,1,115
0,2,0.17706290760049037,1,115
0,2,-0.36161754758187814,1,115
0,3,-1.9139198269632332e-16,1,115
0,3,1.0235607657442123,1,115
1,1,-1.9139198269632332e-16,0,58
1,2,0.7926977135231973,0,115
0,1,0.10010855686015202,1,38
0,2,3.101328235733348,1,115
1,2,0.10010855686015202,1,115
0,2,-1.9139198269632332e-16,1,115
0,3,-0.9002980027642468,1,115
0,3,-0.40009472295204734,1,115
1,3,-0.9002980027642468,0,115
0,3,1.0235607657442123,0,115
1,1,0.4848803105618439,1,34
0,3,-1.9139198269632332e-16,0,115
1,1,-0.20770884610120144,1,109
0,3,-0.7463893012835701,1,115
0,3,-1.2081154057256003,1,115
0,2,2.331784728329964,1,115
0,2,-0.36161754758187814,1,115
0,3,-1.2081154057256003,1,115
0,3,-0.8233436520239084,1,115
0,3,-0.9002980027642468,1,115
1,1,-1.1311610549852618,0,32
1,1,0.10010855686015202,1,19
1,3,-1.977658913128984,0,115
1,3,-1.9139198269632332e-16,1,115
0,3,-0.36161754758187814,1,115
0,1,2.331784728329964,1,115
0,2,1.7161499224072576,1,115
0,3,1.1005151164845508,1,115
1,3,-1.9139198269632332e-16,0,115
0,1,1.4852868701862425,1,75
0,3,0.946606415003874,1,140
1,1,-0.9002980027642468,0,73
1,1,0.4079259598215055,1,121
0,3,-0.9002980027642468,0,115
0,3,-0.36161754758187814,1,115
0,3,-0.2846631968415398,1,115
0,2,0.7157433627828589,1,115
1,2,1.177469467224889,0,115
1,1,0.946606415003874,1,121
1,1,-0.5924805998028934,0,115
1,3,-1.9139198269632332e-16,1,115
1,1,-0.43857189832221655,0,84
0,1,-1.9139198269632332e-16,1,56
1,1,1.4083325194459042,1,58
0,3,-0.05380014462052472,1,115
0,2,1.7161499224072576,1,115
0,3,-0.8233436520239084,1,141
1,1,0.6387890120425206,0,66
1,2,-0.20770884610120144,0,117
0,3,-1.9139198269632332e-16,1,115
0,3,0.2540172583408288,1,115
1,2,-1.823750211648307,0,115
0,3,-0.9772523535045852,1,115
0,2,0.33097160908116713,1,115
0,2,1.562241220926581,1,115
1,1,-0.20770884610120144,1,138
0,3,-0.7463893012835701,1,115
1,2,0.02315420611981365,0,115
1,3,-1.9139198269632332e-16,0,115
0,2,-0.36161754758187814,1,115
0,3,-0.36161754758187814,0,115
1,1,-0.05380014462052472,0,32
0,3,-1.4389784579466154,1,115
0,2,-1.9139198269632332e-16,1,115
0,2,-0.515526249062555,1,115
0,2,-0.515526249062555,1,115
0,3,-0.09227731999069388,1,115
0,3,1.4083325194459042,0,115
1,1,0.4079259598215055,1,15
0,3,-1.9139198269632332e-16,1,115
0,3,-1.9139198269632332e-16,1,115
1,1,-1.9139198269632332e-16,1,105
0,1,0.4848803105618439,1,67
1,1,-0.6694349505432317,0,35
0,3,-0.43857189832221655,1,115
1,3,0.10010855686015202,1,115
0,1,3.101328235733348,1,20
0,3,-1.0542067042449235,1,115
1,2,0.02315420611981365,0,115
0,1,-0.8233436520239084,1,100
0,3,0.10010855686015202,1,115
1,2,-1.977658913128984,0,115
1,3,-1.823750211648307,1,119
0,3,0.2540172583408288,1,115
0,3,-0.515526249062555,1,115
1,2,1.4083325194459042,0,115
1,2,-2.2339169010943105,1,115
0,3,-0.1307544953608631,1,115
0,2,-0.9002980027642468,1,115
0,3,0.33097160908116713,1,115
1,1,0.2540172583408288,0,40
0,3,-1.9139198269632332e-16,1,115
0,3,0.8696520642635356,1,115
1,3,-0.7463893012835701,1,115
1,1,0.4848803105618439,0,47
0,3,-1.0542067042449235,1,115
1,1,1.6391955716669193,0,92
0,1,-1.9139198269632332e-16,1,115
0,3,0.06163138148998283,0,115
0,3,-1.9139198269632332e-16,1,115
0,3,0.17706290760049037,1,115
